,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
34324,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
34325,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
34326,17687,Cate Natalie Campbell,F,24.0,186.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
34394,17726,Kemoy Campbell,M,25.0,168.0,57.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",
34429,17742,"Richard ""Richie"" Campbell",M,28.0,193.0,99.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
34438,17748,Simoya Kadine Campbell,F,22.0,167.0,54.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
34455,17755,Veronica Angella Campbell-Brown,F,34.0,168.0,58.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,
34456,17755,Veronica Angella Campbell-Brown,F,34.0,168.0,58.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
34474,17767,Roco Campigli,F,21.0,173.0,70.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
34476,17769,Kvin Campion,M,28.0,183.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
34485,17775,Alfredo Jos Campo Vintimilla,M,23.0,192.0,90.0,Ecuador,ECU,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,
34516,17794,Jorge Moiss Campos Valds,M,24.0,184.0,77.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,
34530,17800,Lus Henry Campos Cruz,M,20.0,166.0,61.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
34531,17801,Luiza Gonzalez da Costa Campos,F,26.0,165.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
34553,17814,Mara Pilar Campoy,F,25.0,158.0,48.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
34560,17815,Niccol Campriani,M,28.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
34561,17815,Niccol Campriani,M,28.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
34562,17815,Niccol Campriani,M,28.0,177.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
34576,17824,Daniela Campuzano Chvez Pen,F,29.0,173.0,56.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",
34593,17836,Yasemin Can,F,19.0,166.0,49.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
34594,17836,Yasemin Can,F,19.0,166.0,49.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",
34595,17837,Kelvin Jos Caa Infante,M,28.0,173.0,72.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",
34649,17857,Fabian Cancellara,M,35.0,186.0,81.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
34650,17857,Fabian Cancellara,M,35.0,186.0,81.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Gold
34663,17863,Marie-Florence Candassamy,F,25.0,185.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",
34664,17863,Marie-Florence Candassamy,F,25.0,185.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",
34675,17868,Yann Candele,M,45.0,173.0,82.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
34676,17868,Yann Candele,M,45.0,173.0,82.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
34679,17871,Julien Candelon,M,36.0,170.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
34688,17876,Lucas Benedito Cndido,M,27.0,185.0,88.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
34718,17894,Hersony Gadiel Caneln Vera,M,27.0,176.0,73.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,
34719,17894,Hersony Gadiel Caneln Vera,M,27.0,176.0,73.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,
34720,17894,Hersony Gadiel Caneln Vera,M,27.0,176.0,73.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,
34737,17905,Marina Canetta Gobbi,F,27.0,162.0,51.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
34738,17905,Marina Canetta Gobbi,F,27.0,162.0,51.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
34739,17906,Marina Canetti,F,33.0,169.0,63.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
34759,17918,Tue Cantez,F,25.0,188.0,85.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
34799,17943,Juan Manuel Cano Ceres,M,28.0,168.0,60.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
34903,17990,Karol-Ann Canuel,F,28.0,163.0,51.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
34904,17990,Karol-Ann Canuel,F,28.0,163.0,51.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,
34911,17994,Cao Hui,F,24.0,175.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
34912,17994,Cao Hui,F,24.0,175.0,70.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
34923,18000,Cao Shuo,M,24.0,180.0,77.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
34927,18003,Cao Yifei,M,28.0,175.0,75.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",
34928,18003,Cao Yifei,M,28.0,175.0,75.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
34932,18005,Cao Yuan,M,21.0,160.0,42.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Gold
34933,18005,Cao Yuan,M,21.0,160.0,42.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Bronze
34934,18006,Cao Yue,F,20.0,178.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
34937,18007,Cao Zhongrong,M,34.0,180.0,73.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,
34984,18028,Vincenzo Maria Capelli,M,27.0,193.0,96.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
35062,18058,Teodorico Caporaso,M,28.0,166.0,60.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
35064,18060,Rafael Da Costa Capote,M,28.0,196.0,109.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
35074,18066,Manuel Fabrizio Cappai,M,23.0,168.0,49.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
35099,18083,Corina Oana Cprioriu,F,30.0,161.0,57.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
35110,18089,Dumitru Captari,M,27.0,168.0,79.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,
35151,18103,Erwin Jos Caraballo Cabrera,M,35.0,185.0,130.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
35165,18113,Adrian Ignacio Carambula Raurich,M,28.0,183.0,84.0,Italy-2,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
35204,18127,Marzia Caravelli,F,34.0,177.0,62.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,
35259,18150,Ona Carbonell Ballestero,F,26.0,174.0,54.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
35281,18167,Kelsey Card,F,23.0,178.0,116.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,
35301,18174,Felipe Crdenas Morales,M,25.0,183.0,75.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,
35334,18194,Andr Fernando dos Santos Martins Cardoso,M,31.0,168.0,57.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
35337,18197,Daniela Bruno Stoffel Cardoso,F,24.0,157.0,47.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
35401,18236,"Christopher ""Chris"" Cargo",M,30.0,182.0,79.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
35538,18271,Diletta Carli,F,20.0,170.0,61.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
35546,18278,"Jazmin Roxy ""Jazz"" Carlin",F,25.0,175.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Silver
35547,18278,"Jazmin Roxy ""Jazz"" Carlin",F,25.0,175.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Silver
35566,18289,Azenaide Danila Jos Carlos,F,26.0,175.0,69.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
35670,18354,Ryan Carlyle,F,26.0,168.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
35751,18372,Sara Lopez Mota Carmo,F,29.0,179.0,69.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,
35775,18384,Samuel Carmona Heredia,M,20.0,162.0,49.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
35781,18387,Priscilla Andreia Stevaux Carnaval,F,22.0,156.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,
35783,18389,Olivia Frances Carnegie-Brown,F,25.0,181.0,73.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
35826,18411,Laurent Carnol,M,26.0,187.0,82.0,Luxembourg,LUX,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
35827,18411,Laurent Carnol,M,26.0,187.0,82.0,Luxembourg,LUX,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,
35844,18416,Danilo Caro Guarnieri,M,50.0,175.0,74.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,
35893,18435,Gonzalo Matas Carou,M,36.0,190.0,100.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
35916,18448,Ellie Madison Carpenter,F,16.0,165.0,59.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
35949,18468,Amanda Mildred Carr,F,26.0,165.0,60.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,
36011,18500,Cecilia Carranza Saroli,F,29.0,164.0,63.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Gold
36044,18510,Daniela Matarazzo Carraro,F,31.0,165.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,
36045,18511,Martina Carraro,F,23.0,175.0,60.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
36059,18522,Marisol Carrat,F,30.0,174.0,85.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
36064,18525,Cyrille Carr,M,32.0,184.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
36065,18525,Cyrille Carr,M,32.0,184.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
36074,18531,Jorge Carrera Oliva,M,34.0,180.0,83.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
36078,18534,scar Carrera Amandi,M,25.0,190.0,86.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
36081,18535,Pablo Abensaid Carrera Vzquez,M,30.0,182.0,93.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
36082,18535,Pablo Abensaid Carrera Vzquez,M,30.0,182.0,93.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
36084,18537,Gonzalo Carreras,M,26.0,186.0,88.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
36091,18542,Yaniel Carrero Zambrano,M,20.0,174.0,74.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
36111,18554,Edna Guadalupe Carrillo Torres,F,24.0,185.0,78.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,
36115,18557,Juan Carlos Carrillo Palacio,M,23.0,184.0,81.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,
36117,18559,Marko Carrillo Zevallos,M,28.0,184.0,75.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
36118,18559,Marko Carrillo Zevallos,M,28.0,184.0,75.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
36119,18559,Marko Carrillo Zevallos,M,28.0,184.0,75.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
36123,18562,Yeseida Isaid Carrillo Torres,F,22.0,168.0,52.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
36126,18563,Lisa Carrington,F,27.0,168.0,63.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Gold
36127,18563,Lisa Carrington,F,27.0,168.0,63.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
36134,18569,Javier Mario Carrin Llorens,M,25.0,188.0,100.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
36141,18575,Fernando Carro Morillo,M,24.0,170.0,60.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
36203,18610,Hamish Carson,M,27.0,181.0,66.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
36207,18613,Carolena Jean Carstens Salceda,F,20.0,168.0,57.0,Panama,PAN,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,
36269,18634,David Carter,M,34.0,175.0,79.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
36270,18635,Deuce Carter,M,25.0,183.0,82.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
36272,18637,Dylan Carter,M,20.0,190.0,82.0,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
36306,18653,Michelle Denee Carter,F,30.0,176.0,136.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Gold
36329,18667,Louise Carton,F,22.0,172.0,57.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
36342,18676,Damiano Caruso,M,28.0,179.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
36343,18676,Damiano Caruso,M,28.0,179.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
36352,18682,Peter Caruth,M,28.0,173.0,73.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
36364,18689,Diogo Filipe Silva de Carvalho,M,28.0,184.0,75.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,
36366,18690,Florian Carvalho,M,27.0,183.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
36370,18694,Jos Fernando Saraiva Carvalho,M,27.0,176.0,77.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
36378,18697,Luza vila Borges Carvalho,F,33.0,182.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
36380,18699,Miguel ngelo Henriques Carvalho,M,21.0,185.0,72.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
36393,18706,David Carver,M,28.0,183.0,68.0,Mauritius,MRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
36414,18721,Mara Casado Gonzlez,F,30.0,167.0,63.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
36451,18741,Yennifer Frank Casaas Hernndez,M,37.0,187.0,117.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
36458,18745,Gilda Isabelis Casanova Aguilera,F,20.0,165.0,54.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,
36489,18763,Helena Casas Roige,F,28.0,163.0,63.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,
36490,18763,Helena Casas Roige,F,28.0,163.0,63.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,
36491,18763,Helena Casas Roige,F,28.0,163.0,63.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,
36497,18767,lex Casasayas Carles,M,28.0,183.0,78.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
36548,18795,Beln Adaluz Casetta,F,21.0,163.0,52.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",
36584,18818,Miriam Casillas Garca,F,24.0,164.0,52.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,
36631,18827,Charlotte Caslick,F,21.0,172.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
36669,18840,Andrea Cassar,M,32.0,193.0,93.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
36670,18840,Andrea Cassar,M,32.0,193.0,93.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
36723,18870,Matteo Castaldo,M,30.0,188.0,86.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
36754,18890,Jorge Castelblanco,M,28.0,169.0,58.0,Panama,PAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
36812,18922,Asnage Castelly,M,38.0,182.0,74.0,Haiti,HAI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
36822,18929,Yael Castiglione,F,30.0,184.0,75.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
36823,18930,Arianna Castiglioni,F,18.0,167.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
36824,18930,Arianna Castiglioni,F,18.0,167.0,55.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
36827,18932,Claudio Castilla Ruz,M,33.0,173.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",
36828,18932,Claudio Castilla Ruz,M,33.0,173.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",
36837,18936,Carles Castillejo Salvador,M,37.0,165.0,61.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
36856,18945,Carolina Castillo Hidalgo,F,25.0,157.0,48.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",
36868,18955,Julio Csar Castillo Torres,M,28.0,183.0,91.0,Ecuador,ECU,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,
36893,18970,Yalennis Castillo Ramrez,F,30.0,174.0,78.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,
36906,18976,Kristi Castlin,F,28.0,170.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Bronze
36920,18983,ngela Melania Castro Chirivechz,F,23.0,160.0,54.0,Bolivia,BOL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
36962,19010,Lilian Castro,F,29.0,164.0,63.0,El Salvador,ESA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",
36963,19011,Lus Joel Castro Rivera,M,25.0,198.0,73.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
36983,19021,Patricia Castro Ortega,F,23.0,178.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
36984,19021,Patricia Castro Ortega,F,23.0,178.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
36985,19021,Patricia Castro Ortega,F,23.0,178.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
37001,19025,Simona Castro Lazo,F,27.0,160.0,54.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
37002,19025,Simona Castro Lazo,F,27.0,160.0,54.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
37003,19025,Simona Castro Lazo,F,27.0,160.0,54.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
37004,19025,Simona Castro Lazo,F,27.0,160.0,54.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
37015,19029,Jonathan Castroviejo Nicols,M,29.0,172.0,64.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
37016,19029,Jonathan Castroviejo Nicols,M,29.0,172.0,64.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
